Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,'6772402028616,body_html,fr,,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">The no-fuss lightweight layer you always needed. With an easy-on crew neck, ultra-soft comfort fabric, and your favorite activewear features, it’s the ultimate throw-it-on-and-go pullover for any activity. And with a perfect fit in the arms and shoulders, you’ll look like you just hit a workout – no weights required.</span></p>
<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Perfect fit</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Ultra-soft</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">4-way stretch</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Quick dry and moisture-wicking</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">UPF 50+ sun protection</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">89% Polyester/ 11% Spandex</span>
</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fit:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Slim fit in arms and shoulders</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Room through the body</span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Size up for looser fit</span>
</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Model is 6'2"" and wearing size L</span></li>
</ul>","<p data-mce-fragment=""1""><span data-mce-fragment=""1"">La couche légère et simple dont vous avez toujours eu besoin. Avec un col rond facile à enfiler, un tissu confortable ultra doux et vos caractéristiques de vêtements de sport préférées, c'est le pull ultime à enfiler et à emporter pour toute activité. Et avec un ajustement parfait au niveau des bras et des épaules, vous aurez l'impression de venir tout juste de vous entraîner – aucun poids n'est requis.</span></p>

<p data-mce-fragment=""1""></p>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Caractéristiques:</strong> </p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span> <span data-mce-fragment=""1"">Ajustement parfait</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Ultra-doux</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Étirement dans 4 directions</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Séchage rapide et évacuation de l'humidité</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Protection solaire UPF 50+</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">89 % polyester/ 11 % élasthanne</span>

</li>


</ul>

<p data-mce-fragment=""1""> <strong data-mce-fragment=""1"">Ajuster:</strong></p>

<ul data-mce-fragment=""1"">

<li data-mce-fragment=""1""> 
<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Coupe ajustée au niveau des bras et des épaules</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Espace à travers le corps</span>

</li>

<li data-mce-fragment=""1"">

<span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Taille au-dessus pour une coupe plus ample</span>

</li>

<li data-mce-fragment=""1""> <span data-mce-fragment=""1"">Le mannequin mesure 6'2"" et porte une taille L</span>
</li>


</ul>"
PRODUCT,'6772402028616,handle,fr,,,charcoal-heather-active-comfort-crew-sweatshirt,
PRODUCT,'6772402028616,meta_title,fr,,,Charcoal Heather Active Comfort Crew Sweatshirt | Charcoal Heather Active Comfort Crew Sweatshirt | True Classic,Sweat-shirt Active Comfort Crew charbon chiné | Sweat-shirt Active Comfort Crew charbon chiné | Un vrai classique
PRODUCT,'6772402028616,meta_description,fr,,,Our active comfort crew sweatshirt is an essential for every closet. Check out our men's crew sweatshirt today.,Notre sweat-shirt Active Comfort Crew est un essentiel de chaque garde-robe. Découvrez notre sweat-shirt ras du cou pour hommes dès aujourd'hui.
PRODUCT,'6772402552904,title,fr,,,Black Active Comfort Straight Leg Pant,Black Active Comfort Straight Leg Pant
PRODUCT,'6772402552904,body_html,fr,,,"<p><span>The anytime, anywhere comfort of our best-selling joggers meets a straight leg, relaxed fit. Sweat, lounge, or run errands – our Do It All Pant brings the performance of your favorite activewear to our softest 4-way stretch fabric.</span></p>
<p><span> </span></p>
<p><strong><span>Features:</span></strong></p>
<ul>
<li>
<span> </span><span>Ultra-soft.</span>
</li>
<li>
<span> </span><span>4-way stretch.</span>
</li>
<li>
<span> </span><span>Quick dry and moisture-wicking.</span>
</li>
<li>
<span> </span><span>UPF 50+ sun protection.</span>
</li>
<li>
<span> </span><span>2 front pockets.</span>
</li>
<li>
<span> </span><span>1 back zipper pocket.</span>
</li>
<li>
<span> </span><span>89% Polyester/ 11% Spandex.</span>
</li>
</ul>
<p><span> </span><strong><span>Fit:</span></strong></p>
<ul>
<li>
<span> </span><span>Straight fit, relaxed through the legs.</span>
</li>
<li><span>Model is 6'0"" and wearing size M.</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<ul></ul>","<p> <span>Le confort à tout moment et en tout lieu de nos pantalons de jogging les plus vendus rencontre une jambe droite et une coupe décontractée. Transpirez, détendez-vous ou faites des courses – notre pantalon Do It All apporte la performance de vos vêtements de sport préférés à notre tissu extensible dans 4 directions le plus doux.</span></p>

<p><span> </span></p>

<p><strong><span>Caractéristiques:</span></strong></p>

<ul>

<li>

<span> </span><span>Ultra-doux.</span>

</li>

<li>

<span> </span><span>Extensible dans 4 directions.</span>

</li>

<li> 
<span> </span><span>Séchage rapide et évacuation de l'humidité.</span>

</li>

<li>

<span> </span><span>Protection solaire UPF 50+.</span>

</li>

<li>

<span> </span><span>2 poches avant.</span>

</li>

<li>

<span> </span><span>1 poche arrière zippée.</span>

</li>

<li>

<span> </span><span>89 % polyester/ 11 % élasthanne.</span>

</li>


</ul>

<p><span> </span><strong><span>Ajuster:</span></strong></p>

<ul>

<li>

<span> </span><span>Coupe droite, décontractée au niveau des jambes.</span>

</li>

<li> <span>Le mannequin mesure 6'0"" et porte une taille M.</span> </li>


</ul>

<ul data-mce-fragment=""1""></ul>

<ul></ul>"
PRODUCT,'6772402552904,handle,fr,,,black-active-comfort-straight-leg-pant,
PRODUCT,'6772402552904,meta_title,fr,,,Black Active Comfort Straight Leg Pant | Black Active Comfort Straight Leg Pant | True Classic,Pantalon noir Active Comfort à jambe droite | Pantalon noir Active Comfort à jambe droite | Un vrai classique
PRODUCT,'6772403273800,title,fr,,,Heather Navy Active Comfort Straight Leg Pant,Heather Navy Active Comfort Straight Leg Pant
PRODUCT,'6772403273800,body_html,fr,,,"<p><span>The anytime, anywhere comfort of our best-selling joggers meets a straight leg, relaxed fit. Sweat, lounge, or run errands – our Do It All Pant brings the performance of your favorite activewear to our softest 4-way stretch fabric.</span></p>
<p><span> </span></p>
<p><strong><span>Features:</span></strong></p>
<ul>
<li>
<span></span><span>Ultra-soft</span>
</li>
<li>
<span></span><span>4-way stretch</span>
</li>
<li>
<span></span><span>Quick dry and moisture-wicking</span>
</li>
<li>
<span></span><span>UPF 50+ sun protection</span>
</li>
<li>
<span></span><span>2 front pockets</span>
</li>
<li>
<span></span><span>1 back zipper pocket</span>
</li>
<li>
<span></span><span>89% Polyester/ 11% Spandex</span>
</li>
</ul>
<p><span> </span><strong><span>Fit:</span></strong></p>
<ul>
<li>
<span></span><span>Straight fit, relaxed through the legs</span>
</li>
<li>Model is 6'0"" and wearing size M</li>
</ul>
<ul data-mce-fragment=""1""></ul>
<ul></ul>","<p> <span>Le confort à tout moment et en tout lieu de nos pantalons de jogging les plus vendus rencontre une jambe droite et une coupe décontractée. Transpirez, détendez-vous ou faites des courses – notre pantalon Do It All apporte la performance de vos vêtements de sport préférés à notre tissu extensible dans 4 directions le plus doux.</span></p>

<p><span> </span></p>

<p><strong><span>Caractéristiques:</span></strong></p>

<ul>

<li>

<span></span> <span>Ultra-doux</span>

</li>

<li>

<span></span> <span>Étirement dans 4 directions</span>

</li>

<li>

<span></span> <span>Séchage rapide et évacuation de l'humidité</span>

</li>

<li> 
<span></span><span>Protection solaire UPF 50+</span>

</li>

<li>

<span></span> <span>2 poches avant</span>

</li>

<li>

<span></span> <span>1 poche arrière zippée</span>

</li>

<li>

<span></span> <span>89 % polyester/ 11 % élasthanne</span>

</li>


</ul>

<p><span> </span><strong><span>Ajuster:</span></strong></p>

<ul>

<li>

<span></span> <span>Coupe droite, décontractée au niveau des jambes</span>

</li>

<li> Le mannequin mesure 6'0"" et porte une taille M </li>


</ul>

<ul data-mce-fragment=""1""></ul>

<ul></ul>"
PRODUCT,'6772403273800,handle,fr,,,heather-navy-active-comfort-straight-leg-pant,
PRODUCT,'6772403273800,meta_title,fr,,,Heather Navy Active Comfort Straight Leg Pant | Heather Navy Active Comfort Straight Leg Pant | True Classic,Pantalon à jambe droite Active Comfort Heather Navy | Pantalon à jambe droite Active Comfort Heather Navy | Un vrai classique
PRODUCT,'6772403667016,title,fr,,,Charcoal Heather Active Comfort Straight Leg Pant,Charcoal Heather Active Comfort Straight Leg Pant
PRODUCT,'6772403667016,body_html,fr,,,"<p><span>The anytime, anywhere comfort of our best-selling joggers meets a straight leg, relaxed fit. Sweat, lounge, or run errands – our Do It All Pant brings the performance of your favorite activewear to our softest 4-way stretch fabric.</span></p>
<p><span> </span></p>
<p><strong><span>Features:</span></strong></p>
<ul>
<li>
<span></span><span>Ultra-soft</span>
</li>
<li>
<span></span><span>4-way stretch</span>
</li>
<li>
<span></span><span>Quick dry and moisture-wicking</span>
</li>
<li>
<span></span><span>UPF 50+ sun protection</span>
</li>
<li>
<span></span><span>2 front pockets</span>
</li>
<li>
<span></span><span>1 back zipper pocket</span>
</li>
<li>
<span></span><span>89% Polyester/ 11% Spandex</span>
</li>
</ul>
<p><span> </span><strong><span>Fit:</span></strong></p>
<ul>
<li>
<span></span><span>Straight fit, relaxed through the legs</span>
</li>
<li><span>Model is 6'2"" and wearing size M</span></li>
</ul>
<ul data-mce-fragment=""1""></ul>
<ul></ul>","<p> <span>Le confort à tout moment et en tout lieu de nos pantalons de jogging les plus vendus rencontre une jambe droite et une coupe décontractée. Transpirez, détendez-vous ou faites des courses – notre pantalon Do It All apporte la performance de vos vêtements de sport préférés à notre tissu extensible dans 4 directions le plus doux.</span></p>

<p><span> </span></p>

<p><strong><span>Caractéristiques:</span></strong></p>

<ul>

<li>

<span></span> <span>Ultra-doux</span>

</li>

<li>

<span></span> <span>Étirement dans 4 directions</span>

</li>

<li>

<span></span> <span>Séchage rapide et évacuation de l'humidité</span>

</li>

<li>

<span></span> <span>Protection solaire UPF 50+</span>

</li>

<li>

<span></span> <span>2 poches avant</span>

</li>

<li> 
<span></span><span>1 poche arrière zippée</span>

</li>

<li>

<span></span> <span>89 % polyester/ 11 % élasthanne</span>

</li>


</ul>

<p><span> </span><strong><span>Ajuster:</span></strong></p>

<ul>

<li>

<span></span> <span>Coupe droite, décontractée au niveau des jambes</span>

</li>

<li> <span>Le mannequin mesure 6'2"" et porte une taille M</span> </li>


</ul>

<ul data-mce-fragment=""1""></ul>

<ul></ul>"
PRODUCT,'6772403667016,handle,fr,,,charcoal-heather-active-comfort-straight-leg-pant,
PRODUCT,'6772403667016,meta_title,fr,,,Charcoal Heather Active Comfort Straight Leg Pant | Charcoal Heather Active Comfort Straight Leg Pant | True Classic,Pantalon à jambe droite Active Comfort Heather Heather | Pantalon à jambe droite Active Comfort Heather Heather | Un vrai classique
PRODUCT,'6772403896392,title,fr,,,Dark Oak Fleece French Terry Zip Hoodie,Dark Oak Fleece French Terry Zip Hoodie
PRODUCT,'6772403896392,body_html,fr,,,"<p><strong>Features:   </strong> </p>
<ul>
<li data-mce-fragment=""1"">Premium fitted fleece French terry zip hoodie.</li>
<li data-mce-fragment=""1"">Fabric is brushed on both sides for added softness.</li>
<li data-mce-fragment=""1"">Easy access zip front.</li>
<li data-mce-fragment=""1"">Natural anti-twist drawcords with custom shiny gunmetal hardware.<br>
</li>
<li data-mce-fragment=""1"">Side entry pouch pockets easily fits each hand for added warmth &amp; comfort.</li>
<li data-mce-fragment=""1"">Elevated trim, exclusive to True Classic.</li>
<li data-mce-fragment=""1"">Double stitch construction around shoulder for durability. </li>
<li data-mce-fragment=""1"">60% cotton/40% polyester fleece.</li>
</ul>
<p><strong>Fit: </strong></p>
<ul>
<li>This is a contemporary/athletic cut. </li>
<li><span>Model is 6'2"" and wearing size M.</span></li>
</ul>","<p> <strong>Caractéristiques:</strong></p>

<ul>

<li data-mce-fragment=""1""> Sweat à capuche zippé en molleton molletonné de qualité supérieure.</li>

<li data-mce-fragment=""1""> Le tissu est brossé des deux côtés pour plus de douceur.</li>

<li data-mce-fragment=""1""> Fermeture éclair facile d'accès sur le devant.</li>

<li data-mce-fragment=""1""> Cordons de serrage naturels anti-torsion avec matériel en bronze brillant personnalisé.<br>

</li>

<li data-mce-fragment=""1""> Les poches latérales s'adaptent facilement à chaque main pour plus de chaleur et de confort.</li>

<li data-mce-fragment=""1""> Garniture surélevée, exclusive à True Classic.</li>

<li data-mce-fragment=""1""> Construction à double couture autour de l'épaule pour plus de durabilité.</li>

<li data-mce-fragment=""1""> Molleton 60 % coton/40 % polyester.</li>


</ul>

<p> <strong>Ajuster:</strong></p>

<ul>

<li> Il s’agit d’une coupe contemporaine/athlétique.</li>

<li> <span>Le mannequin mesure 6'2"" et porte une taille M.</span>
</li>


</ul>"
PRODUCT,'6772403896392,handle,fr,,,dark-oak-fleece-french-terry-zip-hoodie,
PRODUCT,'6772403896392,meta_title,fr,,,Dark Oak Fleece French Terry Zip Hoodie | Dark Oak Fleece French Terry Zip Hoodie | True Classic,Sweat à capuche zippé en molleton de chêne foncé French Terry | Sweat à capuche zippé en molleton de chêne foncé French Terry | Un vrai classique
PRODUCT,'6772404584520,title,fr,,,Mahogany Fleece French Terry Zip Hoodie,Mahogany Fleece French Terry Zip Hoodie
PRODUCT,'6772404584520,body_html,fr,,,"<p><strong>Features:   </strong> </p>
<ul>
<li data-mce-fragment=""1"">Premium fitted fleece French terry zip hoodie.</li>
<li data-mce-fragment=""1"">Fabric is brushed on both sides for added softness.</li>
<li data-mce-fragment=""1"">Easy access zip front.</li>
<li data-mce-fragment=""1"">Natural anti-twist drawcords with custom shiny gunmetal hardware.<br>
</li>
<li data-mce-fragment=""1"">Side entry pouch pockets easily fits each hand for added warmth &amp; comfort.</li>
<li data-mce-fragment=""1"">Elevated trim, exclusive to True Classic.</li>
<li data-mce-fragment=""1"">Double stitch construction around shoulder for durability. </li>
<li data-mce-fragment=""1"">60% cotton/40% polyester fleece.</li>
</ul>
<p><strong>Fit: </strong></p>
<ul>
<li>This is a contemporary/athletic cut. </li>
<li>Model is 6'2"" and wearing size M.</li>
</ul>","<p> <strong>Caractéristiques:</strong></p>

<ul>

<li data-mce-fragment=""1""> Sweat à capuche zippé en molleton molletonné de qualité supérieure.</li>

<li data-mce-fragment=""1""> Le tissu est brossé des deux côtés pour plus de douceur.</li>

<li data-mce-fragment=""1""> Fermeture éclair facile d'accès sur le devant.</li>

<li data-mce-fragment=""1""> Cordons de serrage naturels anti-torsion avec matériel en bronze brillant personnalisé.<br>

</li>

<li data-mce-fragment=""1""> Les poches latérales s'adaptent facilement à chaque main pour plus de chaleur et de confort.</li>

<li data-mce-fragment=""1""> Garniture surélevée, exclusive à True Classic.</li>

<li data-mce-fragment=""1""> Construction à double couture autour de l'épaule pour plus de durabilité.</li>

<li data-mce-fragment=""1""> Molleton 60 % coton/40 % polyester.</li>


</ul>

<p> <strong>Ajuster:</strong></p>

<ul>

<li> Il s’agit d’une coupe contemporaine/athlétique.</li>

<li> Le mannequin mesure 6'2"" et porte une taille M.</li>


</ul>"
